ATP,Location,Tournament,date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,,,,,,
37,London,Wimbledon,27/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Troicki V.,Klizan M.,34,62,1190,728,6,4,4,6,5,7,7,6,6,4,3,2,Completed,1.14,5.5,1.16,5,1.2,4.33,1.18,5.61,1.2,4.5,1.2,5.9,1.16,5.07
37,London,Wimbledon,27/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Federer R.,Fognini F.,3,68,9435,695,6,1,6,3,6,2,,,,,3,0,Completed,1.01,26,1.01,20,1.01,21,1.01,71,1.01,15,1.03,71,1.01,26.65
37,London,Wimbledon,27/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Tipsarevic J.,Sweeting R.,8,130,3200,413,5,7,7,5,6,4,6,2,,,3,1,Completed,1.04,13,1.04,10,1.06,8.5,1.05,13,1.05,10,1.07,13,1.04,10.58
37,London,Wimbledon,27/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Istomin D.,Andreev I.,39,93,1032,575,6,3,7,6,4,6,6,2,,,3,1,Completed,1.2,4.33,1.25,3.85,1.25,3.75,1.22,4.81,1.29,3.5,1.3,5.26,1.22,4.22
37,London,Wimbledon,27/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Janowicz J.,Gulbis E.,136,87,397,596,2,6,6,4,3,6,7,6,9,7,3,2,Completed,2.25,1.57,2.2,1.65,2.25,1.57,2.31,1.69,2.25,1.62,2.35,1.73,2.21,1.65
37,London,Wimbledon,27/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Benneteau J.,Russell M.,32,112,1210,500,7,6,2,6,6,4,7,5,,,3,1,Completed,1.18,4.5,1.2,4.4,1.2,4.33,1.2,5.27,1.2,4.5,1.25,5.27,1.2,4.43
37,London,Wimbledon,27/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Almagro N.,Rufin G.,11,168,2605,307,6,2,5,7,6,2,6,4,,,3,1,Completed,1.16,5,1.16,5,1.14,5.5,1.17,5.8,1.17,5,1.19,5.8,1.17,4.99
37,London,Wimbledon,27/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Youzhny M.,Cervantes I.,33,152,1210,354,6,1,6,3,6,4,,,,,3,0,Completed,1.03,15,1.03,12,1.04,9,1.05,14,1.05,10,1.06,16,1.04,11.54
37,London,Wimbledon,27/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Gasquet R.,Bemelmans R.,19,131,1600,411,6,3,6,4,6,4,,,,,3,0,Completed,1.06,10,1.07,8,1.07,8,1.06,11.75,1.07,8,1.08,12,1.06,8.75
37,London,Wimbledon,27/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Harrison R.,1,48,12280,871,6,4,6,4,6,4,,,,,3,0,Completed,1.01,21,1.02,15,1.01,21,1.01,36,1.01,15,1.02,36.3,1.01,19.57
37,London,Wimbledon,28/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Goffin D.,Levine J.,70,106,688,521,4,6,6,4,6,1,6,3,,,3,1,Completed,1.57,2.25,1.55,2.4,1.53,2.38,1.65,2.38,1.57,2.38,1.65,2.55,1.56,2.38
37,London,Wimbledon,28/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Malisse X.,Simon G.,75,13,651,2525,6,4,6,4,7,6,,,,,3,0,Completed,2.25,1.57,2.3,1.6,2.25,1.62,2.23,1.74,2.2,1.67,2.4,1.74,2.21,1.65
37,London,Wimbledon,28/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Baker B.,Nieminen J.,126,44,438,932,6,0,6,2,6,4,,,,,3,0,Completed,1.66,2.1,1.75,2.05,1.73,2,1.72,2.25,1.73,2.1,1.8,2.28,1.72,2.07
37,London,Wimbledon,28/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Nishikori K.,Serra F.,20,137,1600,392,6,3,7,5,6,2,,,,,3,0,Completed,1.12,6,1.12,6,1.12,5.5,1.15,6.45,1.14,5.5,1.15,6.96,1.13,5.65
37,London,Wimbledon,28/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Verdasco F.,Zemlja G.,16,120,1765,459,7,6,7,6,3,6,6,3,,,3,1,Completed,1.16,5,1.18,4.65,1.2,4.5,1.19,5.37,1.17,5,1.2,5.37,1.18,4.77
37,London,Wimbledon,28/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Ferrer D.,De Schepper K.,5,160,5250,331,7,6,6,2,6,4,,,,,3,0,Completed,1.03,15,1.03,12,1.03,10,1.04,16,1.05,10,1.06,16,1.04,11.58
37,London,Wimbledon,28/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Lacko L.,Melzer J.,60,35,763,1147,6,4,6,7,3,6,6,3,6,4,3,2,Completed,2.87,1.38,2.9,1.4,2.75,1.4,2.65,1.55,2.75,1.44,3.2,1.55,2.78,1.43
37,London,Wimbledon,28/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Stepanek R.,Becker B.,27,124,1340,441,6,2,7,6,6,3,,,,,3,0,Completed,1.36,3,1.4,2.9,1.36,3,1.45,3,1.4,2.88,1.46,3.05,1.39,2.93
37,London,Wimbledon,28/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Falla A.,Mahut N.,73,71,664,684,6,4,6,3,4,6,4,6,7,5,3,2,Completed,3,1.36,2.9,1.4,2.62,1.44,3,1.45,2.75,1.44,3.01,1.5,2.79,1.43
37,London,Wimbledon,28/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Murray A.,Karlovic I.,4,59,6980,786,7,5,6,7,6,2,7,6,,,3,1,Completed,1.05,11,1.05,9.25,1.06,8.5,1.06,12.5,1.07,8,1.08,12.5,1.06,9.27
37,London,Wimbledon,28/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Fish M.,Ward J.,12,173,2535,297,6,3,5,7,6,4,6,7,6,3,3,2,Completed,1.36,3,1.35,3.1,1.36,3.25,1.37,3.31,1.36,3,1.4,3.41,1.36,3.09
37,London,Wimbledon,28/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Paire B.,Dolgopolov O.,55,21,800,1585,7,6,6,4,6,4,,,,,3,0,Completed,2.5,1.5,2.55,1.5,2.38,1.53,2.55,1.58,2.5,1.53,2.6,1.6,2.48,1.53
37,London,Wimbledon,28/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Cilic M.,Kubot L.,18,49,1655,855,7,6,6,2,6,1,,,,,3,0,Completed,1.18,4.5,1.2,4.4,1.22,4.33,1.22,4.81,1.22,4,1.25,5,1.21,4.33
37,London,Wimbledon,28/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Roddick A.,Phau B.,25,88,1395,595,6,3,7,6,6,3,,,,,3,0,Completed,1.05,11,1.05,9.25,1.05,9,1.05,13,1.05,10,1.07,14.4,1.05,10.06
37,London,Wimbledon,28/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Kohlschreiber P.,Jaziri M.,30,78,1220,633,6,1,7,6,6,1,,,,,3,0,Completed,1.06,10,1.07,8,1.05,8.5,1.06,11.75,1.08,7.5,1.08,12.5,1.06,9.09
37,London,Wimbledon,28/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Tsonga J.W.,Garcia-Lopez G.,6,92,5230,581,6,7,6,4,6,1,6,3,,,3,1,Completed,1.03,15,1.04,10,1.03,11,1.03,17.5,1.04,11,1.05,17.5,1.03,12.18
37,London,Wimbledon,28/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Del Potro J.M.,Soeda G.,9,58,3180,787,6,2,6,3,1,6,6,4,,,3,1,Completed,1.03,15,1.03,9.6,1.05,8.5,1.04,15.5,1.04,11,1.06,17,1.04,12
37,London,Wimbledon,28/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Baghdatis M.,Dimitrov G.,42,69,945,691,7,5,4,1,,,,,,,1,0,Retired,2.37,1.53,2.3,1.6,2.25,1.57,2.33,1.68,2.5,1.53,2.5,1.68,2.29,1.61
37,London,Wimbledon,28/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Rosol L.,Nadal R.,100,2,553,10060,6,7,6,4,6,4,2,6,6,4,3,2,Completed,29,1.002,20,1.01,26,1,41,1.01,15,1.01,76,1.01,23.45,1.01
37,London,Wimbledon,29/06/12,Grand Slam,Outdoor,Grass,2nd Round,5,Querrey S.,Raonic M.,64,22,705,1540,6,7,7,6,7,6,6,4,,,3,1,Completed,4.5,1.18,4.4,1.2,4,1.25,4.7,1.23,4,1.22,4.7,1.26,4.13,1.22
37,London,Wimbledon,29/06/12,Grand Slam,Outdoor,Grass,3rd Round,5,Troicki V.,Monaco J.,34,14,1190,2115,7,5,7,5,6,3,,,,,3,0,Completed,2.87,1.4,2.7,1.45,2.62,1.44,2.92,1.48,2.75,1.44,3,1.5,2.77,1.43
37,London,Wimbledon,29/06/12,Grand Slam,Outdoor,Grass,3rd Round,5,Djokovic N.,Stepanek R.,1,27,12280,1340,4,6,6,2,6,2,6,2,,,3,1,Completed,1.01,23,1.02,15,1.02,13,1.02,27,1.02,15,1.04,29,1.02,16.46
37,London,Wimbledon,29/06/12,Grand Slam,Outdoor,Grass,3rd Round,5,Malisse X.,Verdasco F.,75,16,651,1765,1,6,7,6,6,1,4,6,6,3,3,2,Completed,1.61,2.25,1.7,2.12,1.73,2.1,1.77,2.2,1.73,2.1,1.77,2.3,1.69,2.15
37,London,Wimbledon,29/06/12,Grand Slam,Outdoor,Grass,3rd Round,5,Istomin D.,Falla A.,39,73,1032,664,6,3,6,4,3,6,7,6,,,3,1,Completed,1.4,2.87,1.45,2.7,1.44,2.62,1.45,3.02,1.44,2.75,1.5,3.02,1.44,2.74
37,London,Wimbledon,29/06/12,Grand Slam,Outdoor,Grass,3rd Round,5,Mayer F.,Janowicz J.,29,136,1230,397,7,6,3,6,2,6,6,3,7,5,3,2,Completed,1.44,2.75,1.45,2.7,1.44,2.62,1.46,3,1.44,2.75,1.46,3.01,1.43,2.78
37,London,Wimbledon,29/06/12,Grand Slam,Outdoor,Grass,3rd Round,5,Federer R.,Benneteau J.,3,32,9435,1210,4,6,6,7,6,2,7,6,6,1,3,2,Completed,1.01,26,1.01,20,1.02,13,1.02,25.5,1.02,15,1.03,29.98,1.01,18.56
37,London,Wimbledon,29/06/12,Grand Slam,Outdoor,Grass,3rd Round,5,Youzhny M.,Tipsarevic J.,33,8,1210,3200,6,3,6,4,3,6,6,3,,,3,1,Completed,2.62,1.5,2.4,1.55,2.5,1.53,2.59,1.58,2.63,1.5,2.75,1.59,2.51,1.52
37,London,Wimbledon,29/06/12,Grand Slam,Outdoor,Grass,3rd Round,5,Gasquet R.,Almagro N.,19,11,1600,2605,6,3,6,4,6,4,,,,,3,0,Completed,1.44,2.75,1.45,2.7,1.44,2.75,1.45,3,1.4,2.88,1.48,3.01,1.44,2.74
37,London,Wimbledon,30/06/12,Grand Slam,Outdoor,Grass,3rd Round,5,Baker B.,Paire B.,126,55,438,800,6,4,4,6,6,1,6,3,,,3,1,Completed,1.53,2.5,1.55,2.4,1.57,2.38,1.56,2.62,1.53,2.5,1.62,2.62,1.55,2.43
37,London,Wimbledon,30/06/12,Grand Slam,Outdoor,Grass,3rd Round,5,Kohlschreiber P.,Rosol L.,30,100,1220,553,6,2,6,3,7,6,,,,,3,0,Completed,1.4,2.87,1.4,2.9,1.4,3,1.43,3.12,1.44,2.75,1.53,3.12,1.41,2.87
37,London,Wimbledon,30/06/12,Grand Slam,Outdoor,Grass,3rd Round,5,Del Potro J.M.,Nishikori K.,9,20,3180,1600,6,3,7,6,6,1,,,,,3,0,Completed,1.28,3.75,1.3,3.45,1.3,3.5,1.29,4.08,1.29,3.5,1.33,4.2,1.29,3.59
37,London,Wimbledon,30/06/12,Grand Slam,Outdoor,Grass,3rd Round,5,Fish M.,Goffin D.,12,70,2535,688,6,3,7,6,7,6,,,,,3,0,Completed,2.25,1.61,2.12,1.7,2.2,1.67,2.27,1.72,2.2,1.67,2.35,1.77,2.16,1.68
37,London,Wimbledon,30/06/12,Grand Slam,Outdoor,Grass,3rd Round,5,Cilic M.,Querrey S.,18,64,1655,705,7,6,6,4,6,7,6,7,17,15,3,2,Completed,1.36,3.25,1.4,2.9,1.4,2.75,1.36,3.49,1.4,2.88,1.42,3.49,1.37,3.04
37,London,Wimbledon,30/06/12,Grand Slam,Outdoor,Grass,3rd Round,5,Ferrer D.,Roddick A.,5,25,5250,1395,2,6,7,6,6,4,6,3,,,3,1,Completed,1.4,2.87,1.44,2.63,1.4,3,1.46,2.98,1.4,2.88,1.5,3.1,1.42,2.83
37,London,Wimbledon,30/06/12,Grand Slam,Outdoor,Grass,3rd Round,5,Tsonga J.W.,Lacko L.,6,60,5230,763,6,4,6,3,6,3,,,,,3,0,Completed,1.06,10,1.07,8,1.07,8,1.09,9.6,1.08,7.5,1.09,10.5,1.07,8.31
37,London,Wimbledon,30/06/12,Grand Slam,Outdoor,Grass,3rd Round,3,Murray A.,Baghdatis M.,4,42,6980,945,7,5,3,6,7,5,6,1,,,3,1,Completed,1.08,8,1.1,6.5,1.1,7,1.11,8.53,1.1,7,1.12,8.53,1.1,7.04
37,London,Wimbledon,2/7/12,Grand Slam,Outdoor,Grass,4th Round,5,Youzhny M.,Istomin D.,33,39,1210,1032,6,3,5,7,6,4,6,7,7,5,3,2,Completed,1.38,3,1.4,2.9,1.36,3,1.41,3.2,1.36,3,1.43,3.3,1.38,2.99
37,London,Wimbledon,2/7/12,Grand Slam,Outdoor,Grass,4th Round,5,Federer R.,Malisse X.,3,75,9435,651,7,6,6,1,4,6,6,3,,,3,1,Completed,1.04,13,1.07,8,1.04,10,1.05,14.8,1.05,9,1.07,14.8,1.05,10.63
37,London,Wimbledon,2/7/12,Grand Slam,Outdoor,Grass,4th Round,5,Djokovic N.,Troicki V.,1,34,12280,1190,6,3,6,1,6,3,,,,,3,0,Completed,1.02,19,1.03,12,1.03,11,1.02,23,1.02,13,1.04,26,1.02,15.22
37,London,Wimbledon,3/7/12,Grand Slam,Outdoor,Grass,4th Round,5,Kohlschreiber P.,Baker B.,30,126,1220,438,6,1,7,6,6,3,,,,,3,0,Completed,1.5,2.62,1.53,2.45,1.5,2.62,1.57,2.61,1.53,2.5,1.57,2.65,1.51,2.54
37,London,Wimbledon,3/7/12,Grand Slam,Outdoor,Grass,4th Round,5,Mayer F.,Gasquet R.,29,19,1230,1600,6,3,6,1,3,6,6,2,,,3,1,Completed,4.5,1.2,4.4,1.2,4,1.25,5.14,1.21,4.5,1.2,5.14,1.25,4.37,1.21
37,London,Wimbledon,3/7/12,Grand Slam,Outdoor,Grass,4th Round,5,Tsonga J.W.,Fish M.,6,12,5230,2535,4,6,7,6,6,4,6,4,,,3,1,Completed,1.16,5,1.2,4.4,1.22,4.33,1.21,5.14,1.22,4,1.25,5.14,1.2,4.48
37,London,Wimbledon,3/7/12,Grand Slam,Outdoor,Grass,4th Round,5,Murray A.,Cilic M.,4,18,6980,1655,7,5,6,2,6,3,,,,,3,0,Completed,1.16,5,1.2,4.4,1.22,4.33,1.23,4.8,1.2,4.5,1.25,5,1.2,4.46
37,London,Wimbledon,3/7/12,Grand Slam,Outdoor,Grass,4th Round,5,Ferrer D.,Del Potro J.M.,5,9,5250,3180,6,3,6,2,6,3,,,,,3,0,Completed,2.2,1.66,2.14,1.69,2.2,1.67,2.36,1.68,2.25,1.62,2.36,1.72,2.19,1.67
37,London,Wimbledon,4/7/12,Grand Slam,Outdoor,Grass,Quarterfinals,5,Djokovic N.,Mayer F.,1,29,12280,1230,6,4,6,1,6,4,,,,,3,0,Completed,1.02,17,1.03,12,1.02,13,1.04,18,1.03,13,1.04,21,1.03,13.65
37,London,Wimbledon,4/7/12,Grand Slam,Outdoor,Grass,Quarterfinals,5,Federer R.,Youzhny M.,3,33,9435,1210,6,1,6,2,6,2,,,,,3,0,Completed,1.1,7,1.13,5.75,1.11,6.5,1.14,7.06,1.1,7,1.15,7.5,1.12,6.2
37,London,Wimbledon,4/7/12,Grand Slam,Outdoor,Grass,Quarterfinals,5,Murray A.,Ferrer D.,4,5,6980,5250,6,7,7,6,6,4,7,6,,,3,1,Completed,1.44,2.75,1.45,2.7,1.44,2.62,1.54,2.7,1.44,2.75,1.54,2.81,1.47,2.66
37,London,Wimbledon,4/7/12,Grand Slam,Outdoor,Grass,Quarterfinals,5,Tsonga J.W.,Kohlschreiber P.,6,30,5230,1220,7,6,4,6,7,6,6,2,,,3,1,Completed,1.3,3.5,1.35,3.15,1.33,3.4,1.34,3.62,1.29,3.5,1.36,3.62,1.33,3.31
37,London,Wimbledon,6/7/12,Grand Slam,Outdoor,Grass,Semifinals,5,Federer R.,Djokovic N.,3,1,9435,12280,6,3,3,6,6,4,6,3,,,3,1,Completed,2.87,1.44,2.9,1.4,3,1.4,2.94,1.48,3,1.36,3.06,1.48,2.87,1.42
37,London,Wimbledon,6/7/12,Grand Slam,Outdoor,Grass,Semifinals,5,Murray A.,Tsonga J.W.,4,6,6980,5230,6,3,6,4,3,6,7,5,,,3,1,Completed,1.4,3,1.4,2.9,1.44,2.75,1.43,3.16,1.4,2.88,1.47,3.2,1.41,2.89
37,London,Wimbledon,8/7/12,Grand Slam,Outdoor,Grass,The Final,5,Federer R.,Murray A.,3,4,9435,6980,4,6,7,5,6,3,6,4,,,3,1,Completed,1.5,2.75,1.45,2.7,1.5,2.75,1.5,2.89,1.5,2.75,1.51,3.04,1.45,2.76
36,London,Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Sweeting R.,Andujar P.,69,50,726,960,3,6,4,6,6,1,7,6,6,1,3,2,Completed,1.28,3.5,1.3,3.3,1.33,3.25,1.35,3.49,1.29,3.25,1.35,3.75,1.3,3.36
36,London,Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Schuettler R.,Bellucci T.,113,28,481,1305,7,6,6,4,6,2,,,,,3,0,Completed,2.1,1.66,2,1.75,2.25,1.57,2.21,1.75,2.2,1.62,2.3,1.75,2.13,1.67
36,London,Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Fish M.,Granollers M.,9,279,2335,170,7,6,7,6,6,4,,,,,3,0,Completed,1.1,6.5,1.12,5.75,1.13,5.5,1.13,7.11,1.14,5,1.15,7.25,1.12,5.97
36,London,Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Istomin D.,Kohlschreiber P.,65,39,770,1160,4,6,6,3,6,3,6,3,,,3,1,Completed,4,1.22,4,1.22,3.75,1.25,4.22,1.27,4,1.2,4.4,1.29,3.95,1.23
36,London,Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Muller G.,Haas T.,92,895,566,10,7,6,7,6,3,6,6,3,,,3,1,Completed,1.66,2.1,1.65,2.15,1.67,2.1,1.74,2.22,1.73,2,1.74,2.3,1.68,2.11
36,London,Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Bogomolov A.,Young D.,72,111,661,485,7,5,4,6,6,3,6,1,,,3,1,Completed,1.72,2,1.8,1.95,1.73,2,1.98,1.93,1.73,2,1.98,2.02,1.82,1.91
36,London,Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Raonic M.,Gicquel M.,25,119,1354,463,6,3,7,6,6,3,,,,,3,0,Completed,,,,,,,,,1.06,8.5,1.06,12,1.04,10.83
36,London,Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Lopez F.,Berrer M.,44,76,1020,635,6,4,7,5,6,3,,,,,3,0,Completed,1.14,5,1.18,4.5,1.17,4.5,1.18,5.68,1.2,4,1.22,5.8,1.16,4.89
36,London,Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Zemlja G.,Lacko L.,157,148,361,382,6,4,3,6,7,6,6,4,,,3,1,Completed,2.5,1.5,2.65,1.45,2.25,1.57,2.68,1.53,2.38,1.53,2.69,1.62,2.45,1.53
36,London,Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Nadal R.,Russell M.,1,90,12070,573,6,4,6,2,6,2,,,,,3,0,Completed,1.005,21,1.01,15,1.01,21,1.01,66,1,34,1.01,71.37,1.01,24.71
36,London,Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Wawrinka S.,Starace P.,14,49,1900,960,6,3,6,4,6,4,,,,,3,0,Completed,1.07,7.5,1.11,5.9,1.11,6,1.1,8.95,1.14,5,1.14,9.24,1.09,7.01
36,London,Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Bolelli S.,Fischer M.,116,151,470,372,7,5,6,4,6,4,,,,,3,0,Completed,1.72,2,1.85,1.9,1.67,2.1,1.85,2.06,1.73,2,1.88,2.6,1.79,1.97
36,London,Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Monfils G.,Bachinger M.,8,98,2780,551,6,4,7,6,6,3,,,,,3,0,Completed,1.07,7.5,1.1,6.5,1.08,7,1.1,8.95,1.08,7.5,1.1,9.24,1.08,7.43
36,London,Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Benneteau J.,Bemelmans R.,77,163,633,346,6,4,6,2,3,6,4,6,6,1,3,2,Completed,1.5,2.5,1.6,2.25,1.44,2.63,1.62,2.44,1.5,2.5,1.64,2.63,1.53,2.43
36,London,Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Gasquet R.,Giraldo S.,13,64,1925,790,7,5,6,3,7,6,,,,,3,0,Completed,1.11,6,1.15,5,1.17,4.5,1.14,6.87,1.17,4.5,1.17,6.87,1.13,5.54
36,London,Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Kunitsyn I.,Sijsling I.,66,188,746,288,6,3,6,4,6,2,,,,,3,0,Completed,1.44,2.62,1.45,2.65,1.44,2.63,1.52,2.73,1.44,2.63,1.57,2.8,1.46,2.59
36,London,Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Sela D.,Gil F.,84,91,603,571,6,4,6,1,6,4,,,,,3,0,Completed,1.12,5.5,1.15,5,1.17,4.5,1.17,5.83,1.14,5,1.2,5.92,1.15,5.07
36,London,Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Berdych T.,Volandri F.,7,81,3490,618,6,2,6,2,6,1,,,,,3,0,Completed,1.01,15,1.03,10,1.02,11,1.02,31,1.01,15,1.03,34,1.02,16.15
36,London,Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Murray A.,Gimeno-Traver D.,4,59,6855,874,4,6,6,3,6,0,6,0,,,3,1,Completed,1.005,21,1.01,15,1.01,17,1.01,66,1,34,1.02,66,1.01,23.49
36,London,Wimbledon,21/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Verdasco F.,Stepanek R.,22,60,1425,873,2,6,4,6,6,3,7,6,9,7,3,2,Completed,1.53,2.37,1.6,2.25,1.57,2.25,1.63,2.46,1.62,2.2,1.65,2.5,1.57,2.34
36,London,Wimbledon,21/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Roddick A.,Beck A.,10,156,2200,363,6,4,7,6,6,3,,,,,3,0,Completed,1.02,12,1.03,10,1.04,9,1.03,17.5,1.05,8,1.05,17.5,1.03,11.43
36,London,Wimbledon,21/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Haase R.,Riba P.,58,71,879,701,6,4,6,4,6,4,,,,,3,0,Completed,1.08,7,1.09,6.75,1.11,6,1.08,9.65,1.08,6.5,1.13,9.65,1.09,7.04
36,London,Wimbledon,21/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Stakhovsky S.,Cox D.,46,273,995,176,6,2,6,4,6,4,,,,,3,0,Completed,1.05,9,1.08,7,1.07,7.5,1.07,11.5,1.05,8,1.08,12,1.06,8.8
36,London,Wimbledon,21/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Beck K.,Berlocq C.,156,70,363,717,4,6,7,6,4,6,6,2,6,4,3,2,Completed,1.36,3,1.4,2.8,1.4,2.75,1.42,3.15,1.36,2.88,1.44,3.21,1.38,2.91
36,London,Wimbledon,21/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Garcia-Lopez G.,Golubev A.,41,45,1120,1000,6,3,6,3,,,,,,,2,0,Retired,1.36,3,1.4,2.8,1.4,2.75,1.43,3.04,1.44,2.63,1.46,3.1,1.4,2.84
36,London,Wimbledon,21/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Karlovic I.,Tipsarevic J.,144,29,397,1305,7,5,3,1,,,,,,,1,0,Retired,1.53,2.37,1.5,2.45,1.5,2.5,1.64,2.42,1.53,2.5,1.64,2.7,1.52,2.45
36,London,Wimbledon,21/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Kubot L.,Clement A.,93,143,563,401,6,4,6,2,3,6,5,7,6,4,3,2,Completed,1.8,1.9,1.8,1.95,1.83,1.83,1.83,2.1,1.83,1.83,1.9,2.1,1.82,1.92
36,London,Wimbledon,21/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Kamke T.,Kavcic B.,83,74,603,642,6,3,7,6,5,7,6,1,,,3,1,Completed,1.53,2.37,1.59,2.26,1.62,2.2,1.57,2.58,1.53,2.38,1.65,2.58,1.57,2.32
36,London,Wimbledon,21/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Del Potro J.M.,Cipolla F.,21,112,1445,483,6,1,6,4,6,3,,,,,3,0,Completed,1.01,13,1.02,12,1.02,11,1.02,26,1.03,11,1.04,35,1.02,15.16
36,London,Wimbledon,21/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Mannarino A.,Niland C.,55,181,923,298,4,6,6,4,7,6,4,6,6,4,3,2,Completed,1.28,3.5,1.35,3,1.33,3.25,1.3,3.88,1.29,3.25,1.36,3.88,1.3,3.36
36,London,Wimbledon,21/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Simon G.,Roger-Vasselin E.,16,145,1745,393,4,6,6,4,6,3,7,6,,,3,1,Completed,1.33,3.25,1.35,3,1.33,3.25,1.36,3.46,1.36,2.88,1.39,3.48,1.34,3.15
36,London,Wimbledon,21/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Chela J.I.,Matosevic M.,20,150,1475,375,6,4,6,4,6,7,6,2,,,3,1,Completed,2.2,1.61,2.08,1.7,2,1.73,2.19,1.76,2,1.73,2.25,1.8,2.09,1.7
36,London,Wimbledon,21/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Lu Y.H.,Robredo T.,57,31,900,1235,6,4,6,4,6,1,,,,,3,0,Completed,1.61,2.2,1.6,2.25,1.67,2.1,1.71,2.27,1.62,2.2,1.73,2.38,1.63,2.21
36,London,Wimbledon,21/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Youzhny M.,Monaco J.,17,43,1740,1025,4,6,6,2,6,2,4,6,6,4,3,2,Completed,1.25,3.75,1.29,3.4,1.33,3.25,1.3,3.91,1.29,3.25,1.33,4,1.28,3.52
36,London,Wimbledon,21/06/11,Grand Slam,Outdoor,Grass,1st Round,5,Hanescu V.,Pospisil J.,63,133,805,425,6,4,6,3,6,2,,,,,3,0,Completed,1.11,6,1.16,4.75,1.17,4.5,1.16,6.3,1.17,4.5,1.2,6.3,1.14,5.26
